item_id,week,date,country,party_id,party,camp,source_type,provenance,outlet,title,source_url,archive_url,summary,themes,actors,quote_index,speaker,original_quote,translation,cluster_id,cluster_size,confidence,jda_category,coder,coded_date,notes
758422c3ea28ed39f470,2023-W04,2023-01-27,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: Der Bundeskanzler muss Bundesaußenministerin Baerbock entlassen - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-der-bundeskanzler-muss-bundesaussenministerin-baerbock-entlassen/,,AfD federal spokesman Tino Chrupalla demands that Chancellor dismiss Foreign Minister Baerbock after she stated in the Council of Europe that Germany is fighting a war against Russia.,,Tino Chrupalla; Annalena Baerbock,0,Annalena Baerbock,Wir kämpfen einen Krieg gegen Russland.,We are fighting a war against Russia.,afd-9,1,high,,,,
758422c3ea28ed39f470,2023-W04,2023-01-27,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: Der Bundeskanzler muss Bundesaußenministerin Baerbock entlassen - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-der-bundeskanzler-muss-bundesaussenministerin-baerbock-entlassen/,,AfD federal spokesman Tino Chrupalla demands that Chancellor dismiss Foreign Minister Baerbock after she stated in the Council of Europe that Germany is fighting a war against Russia.,,Tino Chrupalla; Annalena Baerbock,1,Tino Chrupalla,"Die Bundesaußenministerin setzt mit ihrem unprofessionellen und vorlauten Verhalten Deutschlands Existenz aufs Spiel. Ich fordere den Bundeskanzler dazu auf, seine Richtlinienkompetenz geltend zu machen und Russlands Regierung schnell und unmissverständlich mitzuteilen, dass sich Deutschland nicht im Krieg mit Russland befindet. Außenministerin Baerbock muss er entlassen.",The Federal Foreign Minister is putting Germany's existence at risk with her unprofessional and brash behavior. I call on the Federal Chancellor to exercise his policy-making authority and to inform Russia's government quickly and unequivocally that Germany is not at war with Russia. He must dismiss Foreign Minister Baerbock.,afd-9,1,high,,,,
e9b54ef3b75bf2b8f6b9,2023-W04,2023-01-25,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Alice Weidel: Keine deutschen Kampfjets für die Ukraine - Alternative für Deutschland,https://www.afd.de/alice-weidel-keine-deutschen-kampfjets-fuer-die-ukraine/,,"AfD federal spokesperson Alice Weidel opposes the delivery of Leopard tanks and fighter jets to Ukraine, arguing that the war cannot be ended through military force and calling for peace negotiations instead of further escalation.",,Alice Weidel; Tino Chrupalla,0,Alice Weidel,"Kaum hat die Bundesregierung beschlossen, den Leopard-Kampfpanzer an die Ukraine zu liefern, fordert ein ukrainisches Regierungsmitglied allen Ernstes deutsche und europäische Kampfjets für die Ukraine. Dazu darf es auf keinen Fall kommen.",No sooner has the federal government decided to deliver the Leopard tank to Ukraine than a Ukrainian government member seriously demands German and European fighter jets for Ukraine. This must not happen under any circumstances.,afd-8,1,high,,,,
e9b54ef3b75bf2b8f6b9,2023-W04,2023-01-25,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Alice Weidel: Keine deutschen Kampfjets für die Ukraine - Alternative für Deutschland,https://www.afd.de/alice-weidel-keine-deutschen-kampfjets-fuer-die-ukraine/,,"AfD federal spokesperson Alice Weidel opposes the delivery of Leopard tanks and fighter jets to Ukraine, arguing that the war cannot be ended through military force and calling for peace negotiations instead of further escalation.",,Alice Weidel; Tino Chrupalla,1,Alice Weidel,"Nein, wir als Alternative für Deutschland sind gegen die Lieferung des Leopard-Kampfpanzers und erst recht gegen den Einsatz von europäischen Kampfjets. Der Ukrainekrieg wird sich nicht mit Waffengewalt beenden lassen.","No, we as Alternative for Germany are against the delivery of the Leopard tank and even more so against the deployment of European fighter jets. The Ukraine war cannot be ended through military force.",afd-8,1,high,,,,
e9b54ef3b75bf2b8f6b9,2023-W04,2023-01-25,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Alice Weidel: Keine deutschen Kampfjets für die Ukraine - Alternative für Deutschland,https://www.afd.de/alice-weidel-keine-deutschen-kampfjets-fuer-die-ukraine/,,"AfD federal spokesperson Alice Weidel opposes the delivery of Leopard tanks and fighter jets to Ukraine, arguing that the war cannot be ended through military force and calling for peace negotiations instead of further escalation.",,Alice Weidel; Tino Chrupalla,2,Alice Weidel,"Statt sich über eine weitere Eskalation des Konfliktes Gedanken zu machen, der Schritt zum dritten Weltkrieg ist nicht mehr so weit, sollte sich die internationale Staatengemeinschaft intensiver für Friedensverhandlungen einsetzen.","Instead of thinking about further escalation of the conflict, the step to a third world war is not so far away, the international community should work more intensively for peace negotiations.",afd-8,1,high,,,,
499afd19c76fc74f045d,2023-W04,2023-01-25,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Mariana Harder-Kühnel: Scholz setzt Bürger ernsthafter Gefahr aus – Lieferung von Kampfpanzern an die Ukraine macht Deutschland zur Kriegspartei - Alternative für Deutschland,https://www.afd.de/mariana-harder-kuehnel-scholz-setzt-buerger-ernsthafter-gefahr-aus-lieferung-von-kampfpanzern-an-die-ukraine-macht-deutschland-zur-kriegspartei/,,"AfD deputy federal spokesperson Mariana Harder-Kühnel criticizes the German government's decision to deliver battle tanks to Ukraine, arguing it makes Germany a party to war with Russia and calls instead for an immediate ceasefire and peace negotiations.",,Mariana Harder-Kühnel; Olaf Scholz,0,Mariana Harder-Kühnel,"Waffenlieferungen in Kriegsgebiete tragen erfahrungsgemäß zur weiteren Eskalation von Konflikten bei, führen zu einer Verlängerung der Kampfhandlungen und damit zu weiteren Toten.","Arms deliveries to war zones, experience shows, contribute to further escalation of conflicts, lead to a prolongation of combat operations and thus to further deaths.",afd-7,1,high,,,,
499afd19c76fc74f045d,2023-W04,2023-01-25,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Mariana Harder-Kühnel: Scholz setzt Bürger ernsthafter Gefahr aus – Lieferung von Kampfpanzern an die Ukraine macht Deutschland zur Kriegspartei - Alternative für Deutschland,https://www.afd.de/mariana-harder-kuehnel-scholz-setzt-buerger-ernsthafter-gefahr-aus-lieferung-von-kampfpanzern-an-die-ukraine-macht-deutschland-zur-kriegspartei/,,"AfD deputy federal spokesperson Mariana Harder-Kühnel criticizes the German government's decision to deliver battle tanks to Ukraine, arguing it makes Germany a party to war with Russia and calls instead for an immediate ceasefire and peace negotiations.",,Mariana Harder-Kühnel; Olaf Scholz,1,Mariana Harder-Kühnel,"Davon abgesehen bergen Lieferungen gerade von schweren Waffen die Gefahr, selbst zur Kriegspartei zu werden und dementsprechend von der Russischen Föderation behandelt zu werden.","Apart from that, deliveries especially of heavy weapons carry the danger of becoming a party to war oneself and being treated accordingly by the Russian Federation.",afd-7,1,high,,,,
499afd19c76fc74f045d,2023-W04,2023-01-25,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Mariana Harder-Kühnel: Scholz setzt Bürger ernsthafter Gefahr aus – Lieferung von Kampfpanzern an die Ukraine macht Deutschland zur Kriegspartei - Alternative für Deutschland,https://www.afd.de/mariana-harder-kuehnel-scholz-setzt-buerger-ernsthafter-gefahr-aus-lieferung-von-kampfpanzern-an-die-ukraine-macht-deutschland-zur-kriegspartei/,,"AfD deputy federal spokesperson Mariana Harder-Kühnel criticizes the German government's decision to deliver battle tanks to Ukraine, arguing it makes Germany a party to war with Russia and calls instead for an immediate ceasefire and peace negotiations.",,Mariana Harder-Kühnel; Olaf Scholz,2,Mariana Harder-Kühnel,Wir fordern stattdessen vielmehr einen sofortigen Waffenstillstand zwischen der Ukraine und der Russischen Föderation und die Aufnahme konstruktiver Friedensgespräche.,We instead demand an immediate ceasefire between Ukraine and the Russian Federation and the initiation of constructive peace talks.,afd-7,1,high,,,,
3d33d085d250cb663762,2023-W04,2023-01-24,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: Der Kanzler muss Farbe für den Frieden bekennen - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-der-kanzler-muss-farbe-fuer-den-frieden-bekennen/,,"AfD parliamentary group leader Tino Chrupalla calls on Chancellor Scholz to deny Poland's request to transfer combat tanks to Ukraine, stating that German tanks must not roll through Ukraine and Germany should not be drawn further into the war.",,Tino Chrupalla,0,Tino Chrupalla,Jetzt muss Bundeskanzler Scholz endlich Farbe für den Frieden bekennen und Polen die Weitergabe von Kampfpanzern an die Ukraine untersagen. Deutsche Panzer dürfen nicht durch die Ukraine rollen. Die Bundesregierung darf Deutschland nicht noch weiter in den Ukraine-Krieg hineinziehen.,Now Chancellor Scholz must finally show his colors for peace and prohibit Poland from transferring combat tanks to Ukraine. German tanks must not roll through Ukraine. The federal government must not draw Germany further into the Ukraine war.,afd-2,1,high,,,,
fca4f9332c50f3942178,2023-W04,2023-01-23,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Mariana Harder-Kühnel: Asylanträge steigen um 50 Prozent – Hauptziel der Migranten ist Deutschland - Alternative für Deutschland,https://www.afd.de/mariana-harder-kuehnel-asylantraege-steigen-um-50-prozent-hauptziel-der-migranten-ist-deutschland/,,"AfD deputy federal spokesperson Mariana Harder-Kühnel criticizes a 50 percent increase in asylum applications in the EU with Germany as the main destination, calling for immediate border closures and fundamental EU reform or dissolution.",immigration,Mariana Harder-Kühnel,0,Mariana Harder-Kühnel,Das Hauptziel der Migranten lautet Deutschland.,The main destination of the migrants is Germany.,afd-0,1,high,,,,
fca4f9332c50f3942178,2023-W04,2023-01-23,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Mariana Harder-Kühnel: Asylanträge steigen um 50 Prozent – Hauptziel der Migranten ist Deutschland - Alternative für Deutschland,https://www.afd.de/mariana-harder-kuehnel-asylantraege-steigen-um-50-prozent-hauptziel-der-migranten-ist-deutschland/,,"AfD deputy federal spokesperson Mariana Harder-Kühnel criticizes a 50 percent increase in asylum applications in the EU with Germany as the main destination, calling for immediate border closures and fundamental EU reform or dissolution.",immigration,Mariana Harder-Kühnel,1,Mariana Harder-Kühnel,Deutschland wird keine zweite Migrantenwelle aushalten. Deutschland muss jetzt seine Stimme in der EU gemeinsam mit Ländern wie Ungarn erheben. Die Grenzen in Deutschland müssen geschlossen werden – und das sofort.,Germany will not withstand a second wave of migrants. Germany must now raise its voice in the EU together with countries like Hungary. The borders in Germany must be closed – and immediately.,afd-0,1,high,,,,
