item_id,week,date,country,party_id,party,camp,source_type,provenance,outlet,title,source_url,archive_url,summary,themes,actors,quote_index,speaker,original_quote,translation,cluster_id,cluster_size,confidence,jda_category,coder,coded_date,notes
0d80df56e3f145f17386,2023-W02,2023-01-10,GR,mera25,MeRA25,left,party_archive,press_reported_speech,mera25.gr,ΜέΡΑ25 app,https://mera25.gr/den-arkei-na-fygei-o-mitsotakis/,,"MeRA25 argues that removing Prime Minister Mitsotakis is insufficient and calls for a fundamental break with austerity policies and oligarchy, criticizing continuation of energy market policies, foreclosures, hydrocarbon extraction, military spending, and privatization of public spaces.",,Kyriakos Mitsotakis,0,MeRA25,"Nαι, δεν αρκεί να φύγει ο Μητσοτάκης!","Yes, it is not enough for Mitsotakis to leave!",mera25-3,1,high,,,,
0d80df56e3f145f17386,2023-W02,2023-01-10,GR,mera25,MeRA25,left,party_archive,press_reported_speech,mera25.gr,ΜέΡΑ25 app,https://mera25.gr/den-arkei-na-fygei-o-mitsotakis/,,"MeRA25 argues that removing Prime Minister Mitsotakis is insufficient and calls for a fundamental break with austerity policies and oligarchy, criticizing continuation of energy market policies, foreclosures, hydrocarbon extraction, military spending, and privatization of public spaces.",,Kyriakos Mitsotakis,1,MeRA25,Γι' αυτό το ΜέΡΑ25 επιμένει πως η Ρήξη με όλον αυτόν τον φαύλο κύκλο των πολιτικών του μνημονίου και της ολιγαρχίας είναι η μόνη απάντηση στην πολλαπλή κρίση.,That is why MeRA25 insists that the Break with this entire vicious circle of memorandum policies and oligarchy is the only answer to the multiple crisis.,mera25-3,1,high,,,,
0d80df56e3f145f17386,2023-W02,2023-01-10,GR,mera25,MeRA25,left,party_archive,press_reported_speech,mera25.gr,ΜέΡΑ25 app,https://mera25.gr/den-arkei-na-fygei-o-mitsotakis/,,"MeRA25 argues that removing Prime Minister Mitsotakis is insufficient and calls for a fundamental break with austerity policies and oligarchy, criticizing continuation of energy market policies, foreclosures, hydrocarbon extraction, military spending, and privatization of public spaces.",,Kyriakos Mitsotakis,2,Marios Dioneli,"Δυστυχώς πια δεν αρκεί να φύγει ο Μητσοτάκης. Αν δεν αλλάξουν ριζικά οι πολιτικές αυτές, η ικανοποίηση θα είναι μόνο στα επιμέρους και γρήγορα θα την καταπιεί η σκληρή πραγματικότητα που βιώνουμε.","Unfortunately, it is no longer enough for Mitsotakis to leave. If these policies do not change radically, the satisfaction will only be partial and will quickly be swallowed by the harsh reality we are experiencing.",mera25-3,1,high,,,,
411f40586ec8a8fee64b,2023-W02,2023-01-13,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: SPD-Chef Klingbeil beim Verbreiten von Fake-News ertappt - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-spd-chef-klingbeil-beim-verbreiten-von-fake-news-ertappt/,,"AfD federal spokesman Tino Chrupalla accused SPD chairman Klingbeil of spreading fake news about New Year's Eve incidents to distract from Berlin riots, claiming attacks on security forces are mostly committed by migrants and demanding prosecution and deportation.",immigration,Tino Chrupalla; Lars Klingbeil,0,Tino Chrupalla,"SPD-Chef Klingbeil hat Fake-News verbreitet, um von den Silvester-Krawallen in Berlin abzulenken. Dass er sich nun dafür entschuldigt, ist ehrenwert, reicht aber nicht aus. Er muss auch die Konsequenzen aus der realen Sicherheitslage ziehen. Angriffe auf Einsatzkräfte gehen größtenteils von Migranten aus. Dagegen hilft nur konsequente Strafverfolgung mitsamt Abschiebung der verurteilten Angreifer.","SPD chairman Klingbeil has spread fake news to distract from the New Year's Eve riots in Berlin. That he is now apologizing for it is honorable, but not sufficient. He must also draw consequences from the real security situation. Attacks on security forces are mostly committed by migrants. Only consistent prosecution together with deportation of convicted attackers will help against this.",afd-6,1,high,,,,
0a65dcc40b0ca9c23b38,2023-W02,2023-01-11,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Alice Weidel: Migrationsbericht ist unüberhörbares Alarmzeichen für den Sozialstaat - Alternative für Deutschland,https://www.afd.de/alice-weidel-migrationsbericht-ist-unueberhoerbares-alarmzeichen-fuer-den-sozialstaat/,,"AfD federal spokesperson Alice Weidel criticizes the government's migration report, claiming that 2021 saw 500,000 non-EU migrants with only 40,000 receiving work permits while asylum applications rose 45%, and calls for closed borders and an end to fast-track naturalization.",immigration,Alice Weidel,0,Alice Weidel,"Der Migrationsbericht zeigt auf, dass die Warnungen vor einer Einwanderung in den Sozialstaat statt in den Arbeitsmarkt mehr als berechtigt sind. Von den rund 500.000 Migranten, die 2021 aus Nicht-EU-Ländern einwanderten, erhielten nur 40.000 einen Aufenthaltstitel zur Erwerbstätigkeit.","The migration report shows that warnings about immigration into the welfare state instead of the labor market are more than justified. Of the approximately 500,000 migrants who immigrated from non-EU countries in 2021, only 40,000 received a residence permit for employment.",afd-4,1,high,,,,
0a65dcc40b0ca9c23b38,2023-W02,2023-01-11,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Alice Weidel: Migrationsbericht ist unüberhörbares Alarmzeichen für den Sozialstaat - Alternative für Deutschland,https://www.afd.de/alice-weidel-migrationsbericht-ist-unueberhoerbares-alarmzeichen-fuer-den-sozialstaat/,,"AfD federal spokesperson Alice Weidel criticizes the government's migration report, claiming that 2021 saw 500,000 non-EU migrants with only 40,000 receiving work permits while asylum applications rose 45%, and calls for closed borders and an end to fast-track naturalization.",immigration,Alice Weidel,1,Alice Weidel,"Statt Blitzeinbürgerungen braucht unser Land eine Politik der geschlossenen Grenzen, die sich zuerst dem Wohl der eigenen Bürger widmet und nach außen hin verdeutlicht, dass sich eine Einreise in unser Land nicht mehr lohnt.","Instead of fast-track naturalizations, our country needs a policy of closed borders that is primarily dedicated to the welfare of its own citizens and makes it clear to the outside world that entering our country is no longer worthwhile.",afd-4,1,high,,,,
b5e13f659c9f92b29955,2023-W02,2023-01-11,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,"Stephan Brandner: Wer Molotow-Cocktails auf Polizisten wirft, ist kein Aktivist sondern ein Terrorist - Alternative für Deutschland",https://www.afd.de/stephan-brandner-wer-molotow-cocktails-auf-polizisten-wirft-ist-kein-aktivist-sondern-ein-terrorist/,,"AfD deputy federal spokesperson Stephan Brandner condemned violence against police during the Lützerath eviction, calling those throwing Molotov cocktails terrorists rather than activists and criticizing what he termed a lenient approach to left-green extremists.",,Stephan Brandner,0,Stephan Brandner,Der Kuschelkurs mit links-grünen Terroristen muss ein Ende haben. Hier stehen Menschenleben auf dem Spiel.,The coddling course with left-green terrorists must come to an end. Human lives are at stake here.,afd-3,1,high,,,,
b5e13f659c9f92b29955,2023-W02,2023-01-11,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,"Stephan Brandner: Wer Molotow-Cocktails auf Polizisten wirft, ist kein Aktivist sondern ein Terrorist - Alternative für Deutschland",https://www.afd.de/stephan-brandner-wer-molotow-cocktails-auf-polizisten-wirft-ist-kein-aktivist-sondern-ein-terrorist/,,"AfD deputy federal spokesperson Stephan Brandner condemned violence against police during the Lützerath eviction, calling those throwing Molotov cocktails terrorists rather than activists and criticizing what he termed a lenient approach to left-green extremists.",,Stephan Brandner,1,Stephan Brandner,"Die Gewalteskalation zeigt einmal mehr, dass es nicht um den Schutz von Umwelt und Klima geht, sondern um eine Ablehnung des Systems.","The escalation of violence shows once again that this is not about protecting the environment and climate, but about a rejection of the system.",afd-3,1,high,,,,
077542869acf4909ad6e,2023-W02,2023-01-10,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: EU lässt Gelegenheit für mehr strategische Autonomie verstreichen - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-eu-laesst-gelegenheit-fuer-mehr-strategische-autonomie-verstreichen/,,"AfD federal spokesman Tino Chrupalla criticized the EU-NATO joint declaration, arguing that the EU missed an opportunity for greater strategic autonomy and remains subordinate to the USA, warning against escalation of economic conflict between West and East into bloc confrontation.",,Tino Chrupalla,0,Tino Chrupalla,"Die Europäische Union hat heute eine Gelegenheit für mehr strategische Autonomie verstreichen lassen. Europa bleibt vorerst der kleine Bruder der USA. Wir müssen dafür sorgen, dass der Wirtschaftskrieg zwischen Westen und Osten nicht zu einer neuen Blockkonfrontation ausgeweitet wird. Sonst geraten Sicherheit und Wohlstand auf dem Kontinent Europa in Gefahr.",The European Union has today let an opportunity for greater strategic autonomy pass. Europe remains for now the little brother of the USA. We must ensure that the economic war between West and East is not expanded into a new bloc confrontation. Otherwise security and prosperity on the European continent are in danger.,afd-2,1,high,,,,
1fa47015d21f6683a53e,2023-W02,2023-01-10,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Stephan Brandner: Qualität statt Parität! - Alternative für Deutschland,https://www.afd.de/stephan-brandner-qualitaet-statt-paritaet/,,"AfD deputy federal spokesperson Stephan Brandner criticizes the Thuringian Green Party's dismissal of Justice and Migration Minister Dirk Adams to fulfill gender quotas, arguing that qualifications rather than quotas should determine ministerial appointments.",immigration,Stephan Brandner,0,Stephan Brandner,"Zu keinem Zeitpunkt war bei den Grünen zu hören, dass der Minister für Justiz Jurist sein sollte, was weder Adams noch Denstädt erfüllen.","At no point was it heard from the Greens that the Minister for Justice should be a lawyer, which neither Adams nor Denstädt fulfill.",afd-1,1,high,,,,
