item_id,week,date,country,party_id,party,camp,source_type,provenance,outlet,title,source_url,archive_url,summary,themes,actors,quote_index,speaker,original_quote,translation,cluster_id,cluster_size,confidence,jda_category,coder,coded_date,notes
5580df4a09926c5a7934,2023-W01,2023-01-04,GR,mera25,MeRA25,left,party_archive,press_reported_speech,mera25.gr,ΜέΡΑ25 app,https://mera25.gr/to-erotima-tou-mera25-se-epicheirimaties-pou-thriamvologoun-gia-ti-fthinousa-elliniki-oikonomia/,,MeRA25 criticizes Greek oligarchs and business leaders for celebrating economic prospects while citizens deplete savings and questions what wage increases they will give to workers.,,MeRA25,0,MeRA25,"500 εκατ. ευρώ αποταμιεύσεων ""σηκώθηκαν"", μέσα σε ένα μήνα, για καθημερινές ανάγκες.",500 million euros of savings were withdrawn within one month for daily needs.,mera25-3,1,high,,,,
5580df4a09926c5a7934,2023-W01,2023-01-04,GR,mera25,MeRA25,left,party_archive,press_reported_speech,mera25.gr,ΜέΡΑ25 app,https://mera25.gr/to-erotima-tou-mera25-se-epicheirimaties-pou-thriamvologoun-gia-ti-fthinousa-elliniki-oikonomia/,,MeRA25 criticizes Greek oligarchs and business leaders for celebrating economic prospects while citizens deplete savings and questions what wage increases they will give to workers.,,MeRA25,1,MeRA25,"Στους εργαζόμενούς τους, τι αυξήσεις θα δώσουν;",What wage increases will they give to their employees?,mera25-3,1,high,,,,
3408937bfedd9cc02033,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Carlo Clemens: Migrantenquote an Schulen dringend erforderlich! - Alternative für Deutschland,https://www.afd.de/carlo-clemens-migrantenquote-an-schulen-dringend-erforderlich/,,"AfD federal board member Carlo Clemens supports a migrant quota for schools and classes, citing integration problems and lack of German language skills, and calls on Minister Feller to present a concept for more even distribution of integration burdens.",immigration,Carlo Clemens; Heinz-Peter Meidinger,0,Carlo Clemens,"Herr Meidinger spricht den berühmten Elefanten im Raum an. Die Bildungsforschung weist klar auf den Zusammenhang hin zwischen der zunehmend heterogener werdenden Zusammensetzung der Schülerschaft und Benachteiligungen, insbesondere für lernstarke und lernschwache Schüler. Hinzu kommen oftmals kulturell bedingte Integrationsprobleme und fehlende Deutschkenntnisse.","Mr. Meidinger addresses the famous elephant in the room. Educational research clearly points to the connection between the increasingly heterogeneous composition of the student body and disadvantages, especially for high-performing and low-performing students. In addition, there are often culturally-related integration problems and lack of German language skills.",afd-6,1,high,,,,
3408937bfedd9cc02033,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Carlo Clemens: Migrantenquote an Schulen dringend erforderlich! - Alternative für Deutschland,https://www.afd.de/carlo-clemens-migrantenquote-an-schulen-dringend-erforderlich/,,"AfD federal board member Carlo Clemens supports a migrant quota for schools and classes, citing integration problems and lack of German language skills, and calls on Minister Feller to present a concept for more even distribution of integration burdens.",immigration,Carlo Clemens; Heinz-Peter Meidinger,1,Carlo Clemens,Eine Obergrenze für Schulen und Klassen wäre daher sowohl für Lehrkräfte als auch für Schüler dienlich.,An upper limit for schools and classes would therefore be beneficial for both teachers and students.,afd-6,1,high,,,,
3408937bfedd9cc02033,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Carlo Clemens: Migrantenquote an Schulen dringend erforderlich! - Alternative für Deutschland,https://www.afd.de/carlo-clemens-migrantenquote-an-schulen-dringend-erforderlich/,,"AfD federal board member Carlo Clemens supports a migrant quota for schools and classes, citing integration problems and lack of German language skills, and calls on Minister Feller to present a concept for more even distribution of integration burdens.",immigration,Carlo Clemens; Heinz-Peter Meidinger,2,Carlo Clemens,"Ministerin Feller muss unverzüglich handeln und ein Konzept vorlegen, wie eine gleichmäßigere Verteilung der Integrationslasten durch eine Migrationsquote realisiert werden kann.",Minister Feller must act immediately and present a concept for how a more even distribution of integration burdens can be realized through a migration quota.,afd-6,1,high,,,,
1aad93b690e865507317,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: NATO-Partner überschreiten mit Lieferung von Kampfpanzern weitere rote Linie - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-nato-partner-ueberschreiten-mit-lieferung-von-kampfpanzern-weitere-rote-linie/,,"AfD federal spokesman Tino Chrupalla criticized the planned delivery of American Bradley fighting vehicles and French reconnaissance tanks to Ukraine, calling it crossing a red line and demanding the German government pursue de-escalation and investigate the Nord Stream attack.",,Tino Chrupalla,0,Tino Chrupalla,Mit dieser Lieferung von Kampfpanzern überschreiten unsere NATO-Partner eine weitere rote Linie. Russland könnte weitere Truppen mobilisieren und noch schwerere Waffen in der Ukraine einsetzen. Friedensverhandlungen statt Eskalation wären der richtige Weg.,"With this delivery of battle tanks, our NATO partners are crossing another red line. Russia could mobilize additional troops and deploy even heavier weapons in Ukraine. Peace negotiations instead of escalation would be the right path.",afd-5,1,high,,,,
1aad93b690e865507317,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Tino Chrupalla: NATO-Partner überschreiten mit Lieferung von Kampfpanzern weitere rote Linie - Alternative für Deutschland,https://www.afd.de/tino-chrupalla-nato-partner-ueberschreiten-mit-lieferung-von-kampfpanzern-weitere-rote-linie/,,"AfD federal spokesman Tino Chrupalla criticized the planned delivery of American Bradley fighting vehicles and French reconnaissance tanks to Ukraine, calling it crossing a red line and demanding the German government pursue de-escalation and investigate the Nord Stream attack.",,Tino Chrupalla,1,Tino Chrupalla,"Die Bundesregierung muss deeskalierend auf die USA und Frankreich einwirken. Deutsche Interessen müssen an erster Stelle stehen. Dazu gehört auch, endlich die Täter und Hintergründe des Anschlags auf Nord Stream aufzuklären.",The federal government must exert a de-escalating influence on the USA and France. German interests must come first. This also includes finally clarifying the perpetrators and background of the attack on Nord Stream.,afd-5,1,high,,,,
364c9f8e308dbcae8bb9,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Stephan Brandner: Migrantischer Silvesterterror: Ross und Reiter beim Namen nennen - Alternative für Deutschland,https://www.afd.de/stephan-brandner-migrantischer-silvesterterror-ross-und-reiter-beim-namen-nennen/,,"AfD deputy federal spokesperson Stephan Brandner calls for harsh state action against young migrants following New Year's Eve incidents, accusing them of rejecting German values and society.",immigration,Stephan Brandner,0,Stephan Brandner,"Unintegrierte junge Männer mit Migrationshintergrund stellen unsere Gesellschaft seit Jahren auf eine schwere Probe. Es ist an der Zeit, dieses Problem, das es im Übrigen nicht nur zu Silvester und in Deutschland gibt, offen zu benennen und vor allem zu lösen.","Unintegrated young men with a migration background have been putting our society to a severe test for years. It is time to openly name this problem, which incidentally exists not only on New Year's Eve and in Germany, and above all to solve it.",afd-4,1,high,,,,
364c9f8e308dbcae8bb9,2023-W01,2023-01-05,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Stephan Brandner: Migrantischer Silvesterterror: Ross und Reiter beim Namen nennen - Alternative für Deutschland,https://www.afd.de/stephan-brandner-migrantischer-silvesterterror-ross-und-reiter-beim-namen-nennen/,,"AfD deputy federal spokesperson Stephan Brandner calls for harsh state action against young migrants following New Year's Eve incidents, accusing them of rejecting German values and society.",immigration,Stephan Brandner,1,Stephan Brandner,"Egal ob Randale im Schwimmbad oder Messerstechereien am Wochenende: immer wieder tauchen junge Migranten als Täter auf, die unsere Werte ablehnen, unsere Gesellschaft verachten. Als AfD fordern wir ein hartes Durchgreifen des Staates, denn nur ein konsequenter und durchgreifender Staat ist in der Lage sich Respekt zu verschaffen.","Whether it's riots in the swimming pool or stabbings on the weekend: again and again young migrants appear as perpetrators who reject our values and despise our society. As AfD we demand harsh state action, because only a consistent and forceful state is able to gain respect.",afd-4,1,high,,,,
54bc73cf219c8b3cfbc8,2023-W01,2023-01-04,DE,afd,AfD,right,party_archive,press_reported_speech,www.afd.de,Alice Weidel: Gewaltexzesse von Migranten als solche klar benennen - Alternative für Deutschland,https://www.afd.de/alice-weidel-gewaltexzesse-von-migranten-als-solche-klar-benennen/,,"AfD federal spokesperson Alice Weidel criticized SPD Interior Minister Pistorius for allegedly deflecting from migrant perpetrators of New Year's Eve riots, blamed unregulated mass immigration since 2015 for crime and terrorism, and stated the AfD would clearly name problems if it comes to government responsibility in 2024.",immigration,Alice Weidel; Boris Pistorius,0,Alice Weidel,"Wer mit offenen Augen durchs Leben läuft, die zahllosen Videos von der Silvesternacht gesehen und das migrantische Milieu bei der Randale beobachten konnte, wird von allen politischen Seiten angegriffen, man sei fremdenfeindlich.","Anyone who walks through life with open eyes, has seen the countless videos from New Year's Eve and could observe the migrant milieu in the riots, is attacked from all political sides as being xenophobic.",afd-3,1,high,,,,
