item_id,week,date,country,party_id,party,camp,source_type,provenance,outlet,title,source_url,archive_url,summary,actors,quote_index,speaker,original_quote,translation,cluster_id,cluster_size,confidence,jda_category,coder,coded_date,notes
6da8d2597f9115cea69f,2026-W39,2026-09-19,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,"Δ. Νατσιός: Σε πνευματική καθίζηση ο λαός μας – Υπερφίαλος, αλαζόνας και εκτός πραγματικότητας ο Μητσοτάκης",https://nikh.gr/d-natsios-se-pnevmatiki-kathizisi-o-laos-mas-yperfialos-alazonas-kai-ektos-pragmatikotitas-o-mitsotakis/,,"NIKI president Dimitris Natsios gave a radio interview criticizing the government's economic and energy policies, accusing Prime Minister Mitsotakis of being arrogant and out of touch with reality, and calling for a stronger stance on Greek-Turkish relations.",Δημήτρης Νατσιός,0,Δημήτρης Νατσιός,"Δεν είναι ούτε πολιτικό το σύστημα, είναι παραπολιτικό, είναι μικροπολιτικό, είναι ένα γκανγκστερικό, θα έλεγα, σχέδιο… Έχουν καταστρέψει και πνευματικά την πατρίδα μας, εκτός από την οικονομική και κοινωνική καθίζηση. Αυτό είναι το χειρότερο","The system is not even political, it is para-political, it is micro-political, it is a gangster-like scheme, I would say... They have also destroyed our homeland spiritually, in addition to the economic and social collapse. This is the worst thing",niki-3,1,high,,,,
6da8d2597f9115cea69f,2026-W39,2026-09-19,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,"Δ. Νατσιός: Σε πνευματική καθίζηση ο λαός μας – Υπερφίαλος, αλαζόνας και εκτός πραγματικότητας ο Μητσοτάκης",https://nikh.gr/d-natsios-se-pnevmatiki-kathizisi-o-laos-mas-yperfialos-alazonas-kai-ektos-pragmatikotitas-o-mitsotakis/,,"NIKI president Dimitris Natsios gave a radio interview criticizing the government's economic and energy policies, accusing Prime Minister Mitsotakis of being arrogant and out of touch with reality, and calling for a stronger stance on Greek-Turkish relations.",Δημήτρης Νατσιός,1,Δημήτρης Νατσιός,"Μην ψαλιδίζουμε την ελπίδα, να μην τη χάσουμε γιατί θα χαθεί και το γέλιο στο πρόσωπο των παιδιών, και αν χαθεί θα καταντήσουμε ένα απέραντο νεκροταφείο","Let's not cut off hope, let's not lose it because the laughter on children's faces will also be lost, and if it is lost we will become a vast cemetery",niki-3,1,high,,,,
6da8d2597f9115cea69f,2026-W39,2026-09-19,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,"Δ. Νατσιός: Σε πνευματική καθίζηση ο λαός μας – Υπερφίαλος, αλαζόνας και εκτός πραγματικότητας ο Μητσοτάκης",https://nikh.gr/d-natsios-se-pnevmatiki-kathizisi-o-laos-mas-yperfialos-alazonas-kai-ektos-pragmatikotitas-o-mitsotakis/,,"NIKI president Dimitris Natsios gave a radio interview criticizing the government's economic and energy policies, accusing Prime Minister Mitsotakis of being arrogant and out of touch with reality, and calling for a stronger stance on Greek-Turkish relations.",Δημήτρης Νατσιός,2,Δημήτρης Νατσιός,"Όταν η Τουρκία απειλεί, εμείς τι λέμε; ""Θα το πω στη μαμά μου""… Η διαχρονική απάντηση της Ελλάδος στις επιβουλές των Τούρκων έπρεπε να είναι δύο λέξεις, για να αναθαρρήσει ο λαός: ""Μολών λαβέ""","When Turkey threatens, what do we say? 'I'll tell my mom'... Greece's timeless response to Turkish machinations should be two words, to encourage the people: 'Molon labe' [Come and take them]",niki-3,1,high,,,,
6da8d2597f9115cea69f,2026-W39,2026-09-19,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,"Δ. Νατσιός: Σε πνευματική καθίζηση ο λαός μας – Υπερφίαλος, αλαζόνας και εκτός πραγματικότητας ο Μητσοτάκης",https://nikh.gr/d-natsios-se-pnevmatiki-kathizisi-o-laos-mas-yperfialos-alazonas-kai-ektos-pragmatikotitas-o-mitsotakis/,,"NIKI president Dimitris Natsios gave a radio interview criticizing the government's economic and energy policies, accusing Prime Minister Mitsotakis of being arrogant and out of touch with reality, and calling for a stronger stance on Greek-Turkish relations.",Δημήτρης Νατσιός,3,Δημήτρης Νατσιός,Είναι εκτός τόπου και χρόνου,He is out of place and time,niki-3,1,high,,,,
b8b5e74db2978795a09c,2026-W39,2026-09-19,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,Η ανάπτυξη μειώνει στροφές και κατεβάζει ταχύτητα – Η Ελλάδα υστερεί σε εξαγωγές και απασχόληση,https://nikh.gr/anaptyxi-ellada-exagoges-apascholisi-2026/,,"NIKI's Economic Team criticized the Greek government's seven-year economic policy, stating that despite unprecedented European fund inflows, Greece's economy shows limited dynamism with GDP growth of 1.9% in Q2 2026, employment declining by 0.4%, and exports growing at half the EU rate.",Ομάδα Οικονομικών ΝΙΚΗΣ,0,Ομάδα Οικονομικών ΝΙΚΗΣ,"Στη ΝΙΚΗ πιστεύουμε οτι μετά από 7 χρόνια αντιλαϊκής κυβερνητικής οικονομικής πολιτικής, η ελληνική οικονομία παραμένει εγκλωβισμένη στις ίδιες δομικές αδυναμίες.","At NIKI we believe that after 7 years of anti-popular governmental economic policy, the Greek economy remains trapped in the same structural weaknesses.",niki-2,1,high,,,,
b8b5e74db2978795a09c,2026-W39,2026-09-19,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,Η ανάπτυξη μειώνει στροφές και κατεβάζει ταχύτητα – Η Ελλάδα υστερεί σε εξαγωγές και απασχόληση,https://nikh.gr/anaptyxi-ellada-exagoges-apascholisi-2026/,,"NIKI's Economic Team criticized the Greek government's seven-year economic policy, stating that despite unprecedented European fund inflows, Greece's economy shows limited dynamism with GDP growth of 1.9% in Q2 2026, employment declining by 0.4%, and exports growing at half the EU rate.",Ομάδα Οικονομικών ΝΙΚΗΣ,1,Ομάδα Οικονομικών ΝΙΚΗΣ,"Οι αριθμοί της Eurostat καταγράφουν το αποτύπωμα και τις επιπτώσεις, αυτή η 7ετία μετριέται: σε παραγωγή που δεν έγινε, σε εξαγωγές που υστέρησαν, σε ευρωπαϊκούς πόρους που δεν μεταφράστηκαν στην αναγκαία οικονομική δυναμική σε ευκαιρίες που χάθηκαν.","Eurostat's numbers record the imprint and consequences, this seven-year period is measured: in production that did not happen, in exports that lagged, in European resources that were not translated into the necessary economic dynamism, in opportunities that were lost.",niki-2,1,high,,,,
d45a94b309e4c4c58638,2026-W39,2026-09-18,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,Δ. Νατσιός στο Pontos TV: Οι εξαγγελίες Μητσοτάκη είναι κοροϊδία – Η ΝΙΚΗ μπήκε στην πολιτική με σημαία την αξιοπρέπεια,https://nikh.gr/d-natsios-sto-pontos-tv-oi-exangelies-mitsotaki-einai-koroidia-i-niki-bike-stin-politiki-me-simaia-tin-axioprepeia/,,"NIKI president Dimitris Natsios categorically ruled out any pre-election or post-election cooperation with New Democracy or other parties, criticized the government's policy announcements as inadequate, and reaffirmed the party's positions on traditional family values and opposition to same-sex marriage legislation.",Δημήτρης Νατσιός,0,Δημήτρης Νατσιός,"Καταστατική αρχή της ΝΙΚΗΣ είναι να μην συνεργάζεται με ανθρώπους οι οποίοι υπέγραψαν τα εγκληματικά, για εμάς και για πολύ κόσμο, μνημόνια","It is a statutory principle of NIKI not to cooperate with people who signed the memoranda, which are criminal for us and for many people",niki-1,1,high,,,,
d45a94b309e4c4c58638,2026-W39,2026-09-18,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,Δ. Νατσιός στο Pontos TV: Οι εξαγγελίες Μητσοτάκη είναι κοροϊδία – Η ΝΙΚΗ μπήκε στην πολιτική με σημαία την αξιοπρέπεια,https://nikh.gr/d-natsios-sto-pontos-tv-oi-exangelies-mitsotaki-einai-koroidia-i-niki-bike-stin-politiki-me-simaia-tin-axioprepeia/,,"NIKI president Dimitris Natsios categorically ruled out any pre-election or post-election cooperation with New Democracy or other parties, criticized the government's policy announcements as inadequate, and reaffirmed the party's positions on traditional family values and opposition to same-sex marriage legislation.",Δημήτρης Νατσιός,1,Δημήτρης Νατσιός,"Πώς μπορείς να συνεργαστείς σε μια κυβέρνηση, γιατί έχουμε και ταυτοτικές διαφορές, που ψήφισε τον ψευτο γάμο των ομοφυλοφίλων","How can you cooperate in a government, because we also have identity differences, that voted for the fake marriage of homosexuals",niki-1,1,high,,,,
d45a94b309e4c4c58638,2026-W39,2026-09-18,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,Δ. Νατσιός στο Pontos TV: Οι εξαγγελίες Μητσοτάκη είναι κοροϊδία – Η ΝΙΚΗ μπήκε στην πολιτική με σημαία την αξιοπρέπεια,https://nikh.gr/d-natsios-sto-pontos-tv-oi-exangelies-mitsotaki-einai-koroidia-i-niki-bike-stin-politiki-me-simaia-tin-axioprepeia/,,"NIKI president Dimitris Natsios categorically ruled out any pre-election or post-election cooperation with New Democracy or other parties, criticized the government's policy announcements as inadequate, and reaffirmed the party's positions on traditional family values and opposition to same-sex marriage legislation.",Δημήτρης Νατσιός,2,Δημήτρης Νατσιός,Εμείς μπήκαμε στην πολιτική με σημαία μας την αξιοπρέπεια,We entered politics with dignity as our flag,niki-1,1,high,,,,
d45a94b309e4c4c58638,2026-W39,2026-09-18,GR,niki,NIKI,far-right,site_scrape,party_document,nikh.gr,Δ. Νατσιός στο Pontos TV: Οι εξαγγελίες Μητσοτάκη είναι κοροϊδία – Η ΝΙΚΗ μπήκε στην πολιτική με σημαία την αξιοπρέπεια,https://nikh.gr/d-natsios-sto-pontos-tv-oi-exangelies-mitsotaki-einai-koroidia-i-niki-bike-stin-politiki-me-simaia-tin-axioprepeia/,,"NIKI president Dimitris Natsios categorically ruled out any pre-election or post-election cooperation with New Democracy or other parties, criticized the government's policy announcements as inadequate, and reaffirmed the party's positions on traditional family values and opposition to same-sex marriage legislation.",Δημήτρης Νατσιός,3,Δημήτρης Νατσιός,"Εμείς φτιάχνουμε οικογένειες κανονικές, με παπά και με κουμπάρο, με άντρα και γυναίκα","We create normal families, with a priest and a best man, with a man and a woman",niki-1,1,high,,,,
